grade_code,subject_code,subject_label,chapter_code,chapter_title,chapter_status,skill_code,skill_title,content_type,difficulty,status,content_count,draft_count,usable_count
FR-4E,FRENCH,Français,CH-FRENCH-4E-GRAMMAR,Grammaire,approved,SK-ENR-FRENCH-4E-GRAMMAR-TRANSFORM,Transformer une phrase en conservant son sens,practice,2,draft,0,1,0
FR-4E,FRENCH,Français,CH-FRENCH-4E-GRAMMAR,Grammaire,approved,SK-ENR-FRENCH-4E-GRAMMAR-TRANSFORM,Transformer une phrase en conservant son sens,practice,3,draft,0,1,0
FR-4E,FRENCH,Français,CH-FRENCH-4E-GRAMMAR,Grammaire,approved,SK-FRENCH-4E-GRAMMAR,Mobiliser : Grammaire,exam_practice,2,approved,1,0,1
FR-4E,FRENCH,Français,CH-FRENCH-4E-GRAMMAR,Grammaire,approved,SK-FRENCH-4E-GRAMMAR,Mobiliser : Grammaire,exercise,3,approved,1,0,1
FR-4E,FRENCH,Français,CH-FRENCH-4E-GRAMMAR,Grammaire,approved,SK-FRENCH-4E-GRAMMAR,Mobiliser : Grammaire,worked_example,2,approved,1,0,1
FR-4E,FRENCH,Français,CH-FRENCH-4E-NARRATIVE,Rédaction narrative,approved,SK-ENR-FRENCH-4E-NARRATIVE-DESCRIPTION,Intégrer description et dialogue,assessment,2,draft,0,1,0
FR-4E,FRENCH,Français,CH-FRENCH-4E-NARRATIVE,Rédaction narrative,approved,SK-ENR-FRENCH-4E-NARRATIVE-DESCRIPTION,Intégrer description et dialogue,practice,1,draft,0,1,0
FR-4E,FRENCH,Français,CH-FRENCH-4E-NARRATIVE,Rédaction narrative,approved,SK-ENR-FRENCH-4E-NARRATIVE-DESCRIPTION,Intégrer description et dialogue,practice,2,draft,0,1,0
FR-4E,FRENCH,Français,CH-FRENCH-4E-NARRATIVE,Rédaction narrative,approved,SK-ENR-FRENCH-4E-NARRATIVE-DESCRIPTION,Intégrer description et dialogue,practice,3,draft,0,1,0
FR-4E,FRENCH,Français,CH-FRENCH-4E-NARRATIVE,Rédaction narrative,approved,SK-ENR-FRENCH-4E-NARRATIVE-PLOT,Construire une progression narrative,assessment,2,draft,0,1,0
FR-4E,FRENCH,Français,CH-FRENCH-4E-NARRATIVE,Rédaction narrative,approved,SK-ENR-FRENCH-4E-NARRATIVE-PLOT,Construire une progression narrative,practice,1,draft,0,1,0
FR-4E,FRENCH,Français,CH-FRENCH-4E-NARRATIVE,Rédaction narrative,approved,SK-ENR-FRENCH-4E-NARRATIVE-PLOT,Construire une progression narrative,practice,2,draft,0,1,0
FR-4E,FRENCH,Français,CH-FRENCH-4E-NARRATIVE,Rédaction narrative,approved,SK-ENR-FRENCH-4E-NARRATIVE-PLOT,Construire une progression narrative,practice,3,draft,0,1,0
FR-4E,FRENCH,Français,CH-FRENCH-4E-NARRATIVE,Rédaction narrative,approved,SK-ENR-FRENCH-4E-NARRATIVE-REVISE,Réviser cohérence et style,assessment,2,draft,0,1,0
FR-4E,FRENCH,Français,CH-FRENCH-4E-NARRATIVE,Rédaction narrative,approved,SK-ENR-FRENCH-4E-NARRATIVE-REVISE,Réviser cohérence et style,practice,1,draft,0,1,0
FR-4E,FRENCH,Français,CH-FRENCH-4E-NARRATIVE,Rédaction narrative,approved,SK-ENR-FRENCH-4E-NARRATIVE-REVISE,Réviser cohérence et style,practice,2,draft,0,1,0
FR-4E,FRENCH,Français,CH-FRENCH-4E-NARRATIVE,Rédaction narrative,approved,SK-ENR-FRENCH-4E-NARRATIVE-REVISE,Réviser cohérence et style,practice,3,draft,0,1,0
FR-4E,FRENCH,Français,CH-FRENCH-4E-NARRATIVE,Rédaction narrative,approved,SK-ENR-FRENCH-4E-NARRATIVE-TIME,Organiser la temporalité du récit,assessment,2,draft,0,1,0
FR-4E,FRENCH,Français,CH-FRENCH-4E-NARRATIVE,Rédaction narrative,approved,SK-ENR-FRENCH-4E-NARRATIVE-TIME,Organiser la temporalité du récit,practice,1,draft,0,1,0
FR-4E,FRENCH,Français,CH-FRENCH-4E-NARRATIVE,Rédaction narrative,approved,SK-ENR-FRENCH-4E-NARRATIVE-TIME,Organiser la temporalité du récit,practice,2,draft,0,1,0
FR-4E,FRENCH,Français,CH-FRENCH-4E-NARRATIVE,Rédaction narrative,approved,SK-ENR-FRENCH-4E-NARRATIVE-TIME,Organiser la temporalité du récit,practice,3,draft,0,1,0
FR-4E,FRENCH,Français,CH-FRENCH-4E-NARRATIVE,Rédaction narrative,approved,SK-ENR-FRENCH-4E-NARRATIVE-VIEWPOINT,Choisir et maintenir un point de vue,assessment,2,draft,0,1,0
FR-4E,FRENCH,Français,CH-FRENCH-4E-NARRATIVE,Rédaction narrative,approved,SK-ENR-FRENCH-4E-NARRATIVE-VIEWPOINT,Choisir et maintenir un point de vue,challenge,2,draft,0,3,0
FR-4E,FRENCH,Français,CH-FRENCH-4E-NARRATIVE,Rédaction narrative,approved,SK-ENR-FRENCH-4E-NARRATIVE-VIEWPOINT,Choisir et maintenir un point de vue,practice,1,draft,0,1,0
FR-4E,FRENCH,Français,CH-FRENCH-4E-NARRATIVE,Rédaction narrative,approved,SK-ENR-FRENCH-4E-NARRATIVE-VIEWPOINT,Choisir et maintenir un point de vue,practice,2,draft,0,1,0
FR-4E,FRENCH,Français,CH-FRENCH-4E-NARRATIVE,Rédaction narrative,approved,SK-ENR-FRENCH-4E-NARRATIVE-VIEWPOINT,Choisir et maintenir un point de vue,practice,3,draft,0,1,0
FR-4E,FRENCH,Français,CH-FRENCH-4E-NARRATIVE,Rédaction narrative,approved,SK-FRENCH-4E-NARRATIVE,Mobiliser : Rédaction narrative,exam_practice,2,approved,1,0,1
FR-4E,FRENCH,Français,CH-FRENCH-4E-NARRATIVE,Rédaction narrative,approved,SK-FRENCH-4E-NARRATIVE,Mobiliser : Rédaction narrative,exercise,3,approved,1,0,1
FR-4E,FRENCH,Français,CH-FRENCH-4E-NARRATIVE,Rédaction narrative,approved,SK-FRENCH-4E-NARRATIVE,Mobiliser : Rédaction narrative,worked_example,2,approved,1,0,1
FR-4E,FRENCH,Français,CH-FRENCH-4E-SPELLING,Orthographe,approved,SK-ENR-FRENCH-4E-SPELLING-GN,Maîtriser les accords du groupe nominal,assessment,2,draft,0,1,0
FR-4E,FRENCH,Français,CH-FRENCH-4E-SPELLING,Orthographe,approved,SK-ENR-FRENCH-4E-SPELLING-GN,Maîtriser les accords du groupe nominal,practice,1,draft,0,1,0
FR-4E,FRENCH,Français,CH-FRENCH-4E-SPELLING,Orthographe,approved,SK-ENR-FRENCH-4E-SPELLING-GN,Maîtriser les accords du groupe nominal,practice,2,draft,0,1,0
FR-4E,FRENCH,Français,CH-FRENCH-4E-SPELLING,Orthographe,approved,SK-ENR-FRENCH-4E-SPELLING-GN,Maîtriser les accords du groupe nominal,practice,3,draft,0,1,0
FR-4E,FRENCH,Français,CH-FRENCH-4E-SPELLING,Orthographe,approved,SK-ENR-FRENCH-4E-SPELLING-HOMOPHONES,Raisonner sur les homophones grammaticaux,assessment,2,draft,0,1,0
FR-4E,FRENCH,Français,CH-FRENCH-4E-SPELLING,Orthographe,approved,SK-ENR-FRENCH-4E-SPELLING-HOMOPHONES,Raisonner sur les homophones grammaticaux,practice,1,draft,0,1,0
FR-4E,FRENCH,Français,CH-FRENCH-4E-SPELLING,Orthographe,approved,SK-ENR-FRENCH-4E-SPELLING-HOMOPHONES,Raisonner sur les homophones grammaticaux,practice,2,draft,0,1,0
FR-4E,FRENCH,Français,CH-FRENCH-4E-SPELLING,Orthographe,approved,SK-ENR-FRENCH-4E-SPELLING-HOMOPHONES,Raisonner sur les homophones grammaticaux,practice,3,draft,0,1,0
FR-4E,FRENCH,Français,CH-FRENCH-4E-SPELLING,Orthographe,approved,SK-ENR-FRENCH-4E-SPELLING-PARTICIPLE,Accorder le participe passé dans les cas étudiés,exam_practice,2,approved,1,0,1
FR-4E,FRENCH,Français,CH-FRENCH-4E-SPELLING,Orthographe,approved,SK-ENR-FRENCH-4E-SPELLING-PARTICIPLE,Accorder le participe passé dans les cas étudiés,exercise,3,approved,1,0,1
FR-4E,FRENCH,Français,CH-FRENCH-4E-SPELLING,Orthographe,approved,SK-ENR-FRENCH-4E-SPELLING-REVISE,Utiliser une procédure de relecture orthographique,assessment,2,draft,0,1,0
FR-4E,FRENCH,Français,CH-FRENCH-4E-SPELLING,Orthographe,approved,SK-ENR-FRENCH-4E-SPELLING-REVISE,Utiliser une procédure de relecture orthographique,practice,1,draft,0,1,0
FR-4E,FRENCH,Français,CH-FRENCH-4E-SPELLING,Orthographe,approved,SK-ENR-FRENCH-4E-SPELLING-REVISE,Utiliser une procédure de relecture orthographique,practice,2,draft,0,1,0
FR-4E,FRENCH,Français,CH-FRENCH-4E-SPELLING,Orthographe,approved,SK-ENR-FRENCH-4E-SPELLING-REVISE,Utiliser une procédure de relecture orthographique,practice,3,draft,0,1,0
FR-4E,FRENCH,Français,CH-FRENCH-4E-SPELLING,Orthographe,approved,SK-ENR-FRENCH-4E-SPELLING-SV,Maîtriser l'accord sujet-verbe complexe,assessment,2,draft,0,1,0
FR-4E,FRENCH,Français,CH-FRENCH-4E-SPELLING,Orthographe,approved,SK-ENR-FRENCH-4E-SPELLING-SV,Maîtriser l'accord sujet-verbe complexe,diagnostic,2,draft,0,3,0
FR-4E,FRENCH,Français,CH-FRENCH-4E-SPELLING,Orthographe,approved,SK-ENR-FRENCH-4E-SPELLING-SV,Maîtriser l'accord sujet-verbe complexe,practice,1,draft,0,1,0
FR-4E,FRENCH,Français,CH-FRENCH-4E-SPELLING,Orthographe,approved,SK-ENR-FRENCH-4E-SPELLING-SV,Maîtriser l'accord sujet-verbe complexe,practice,2,draft,0,1,0
FR-4E,FRENCH,Français,CH-FRENCH-4E-SPELLING,Orthographe,approved,SK-ENR-FRENCH-4E-SPELLING-SV,Maîtriser l'accord sujet-verbe complexe,practice,3,draft,0,1,0
FR-4E,FRENCH,Français,CH-FRENCH-4E-SPELLING,Orthographe,approved,SK-FRENCH-4E-SPELLING,Mobiliser : Orthographe,exam_practice,2,approved,1,0,1
FR-4E,FRENCH,Français,CH-FRENCH-4E-SPELLING,Orthographe,approved,SK-FRENCH-4E-SPELLING,Mobiliser : Orthographe,exercise,3,approved,1,0,1
FR-4E,FRENCH,Français,CH-FRENCH-4E-SPELLING,Orthographe,approved,SK-FRENCH-4E-SPELLING,Mobiliser : Orthographe,worked_example,2,approved,1,0,1
FR-4E,FRENCH,Français,CH-FRENCH-4E-VOCAB,Vocabulaire précis,approved,SK-ENR-FRENCH-4E-VOCAB-CONTEXT,Déduire le sens en contexte,assessment,2,draft,0,1,0
FR-4E,FRENCH,Français,CH-FRENCH-4E-VOCAB,Vocabulaire précis,approved,SK-ENR-FRENCH-4E-VOCAB-CONTEXT,Déduire le sens en contexte,practice,1,draft,0,1,0
FR-4E,FRENCH,Français,CH-FRENCH-4E-VOCAB,Vocabulaire précis,approved,SK-ENR-FRENCH-4E-VOCAB-CONTEXT,Déduire le sens en contexte,practice,2,draft,0,1,0
FR-4E,FRENCH,Français,CH-FRENCH-4E-VOCAB,Vocabulaire précis,approved,SK-ENR-FRENCH-4E-VOCAB-CONTEXT,Déduire le sens en contexte,practice,3,draft,0,1,0
FR-4E,FRENCH,Français,CH-FRENCH-4E-VOCAB,Vocabulaire précis,approved,SK-ENR-FRENCH-4E-VOCAB-CONTEXT,Déduire le sens en contexte,remediation,2,draft,0,3,0
FR-4E,FRENCH,Français,CH-FRENCH-4E-VOCAB,Vocabulaire précis,approved,SK-ENR-FRENCH-4E-VOCAB-FIGURE,Interpréter une expression figurée,exam_practice,2,approved,1,0,1
FR-4E,FRENCH,Français,CH-FRENCH-4E-VOCAB,Vocabulaire précis,approved,SK-ENR-FRENCH-4E-VOCAB-FIGURE,Interpréter une expression figurée,exercise,2,approved,1,0,1
FR-4E,FRENCH,Français,CH-FRENCH-4E-VOCAB,Vocabulaire précis,approved,SK-ENR-FRENCH-4E-VOCAB-FORMATION,Analyser la formation des mots,assessment,2,draft,0,1,0
FR-4E,FRENCH,Français,CH-FRENCH-4E-VOCAB,Vocabulaire précis,approved,SK-ENR-FRENCH-4E-VOCAB-FORMATION,Analyser la formation des mots,practice,1,draft,0,1,0
FR-4E,FRENCH,Français,CH-FRENCH-4E-VOCAB,Vocabulaire précis,approved,SK-ENR-FRENCH-4E-VOCAB-FORMATION,Analyser la formation des mots,practice,2,draft,0,1,0
FR-4E,FRENCH,Français,CH-FRENCH-4E-VOCAB,Vocabulaire précis,approved,SK-ENR-FRENCH-4E-VOCAB-FORMATION,Analyser la formation des mots,practice,3,draft,0,1,0
FR-4E,FRENCH,Français,CH-FRENCH-4E-VOCAB,Vocabulaire précis,approved,SK-ENR-FRENCH-4E-VOCAB-REGISTER,Choisir un niveau de langue,assessment,2,draft,0,1,0
FR-4E,FRENCH,Français,CH-FRENCH-4E-VOCAB,Vocabulaire précis,approved,SK-ENR-FRENCH-4E-VOCAB-REGISTER,Choisir un niveau de langue,practice,1,draft,0,1,0
FR-4E,FRENCH,Français,CH-FRENCH-4E-VOCAB,Vocabulaire précis,approved,SK-ENR-FRENCH-4E-VOCAB-REGISTER,Choisir un niveau de langue,practice,2,draft,0,1,0
FR-4E,FRENCH,Français,CH-FRENCH-4E-VOCAB,Vocabulaire précis,approved,SK-ENR-FRENCH-4E-VOCAB-REGISTER,Choisir un niveau de langue,practice,3,draft,0,1,0
FR-4E,FRENCH,Français,CH-FRENCH-4E-VOCAB,Vocabulaire précis,approved,SK-ENR-FRENCH-4E-VOCAB-REUSE,Employer un terme avec précision,assessment,2,draft,0,1,0
FR-4E,FRENCH,Français,CH-FRENCH-4E-VOCAB,Vocabulaire précis,approved,SK-ENR-FRENCH-4E-VOCAB-REUSE,Employer un terme avec précision,practice,1,draft,0,1,0
FR-4E,FRENCH,Français,CH-FRENCH-4E-VOCAB,Vocabulaire précis,approved,SK-ENR-FRENCH-4E-VOCAB-REUSE,Employer un terme avec précision,practice,2,draft,0,1,0
FR-4E,FRENCH,Français,CH-FRENCH-4E-VOCAB,Vocabulaire précis,approved,SK-ENR-FRENCH-4E-VOCAB-REUSE,Employer un terme avec précision,practice,3,draft,0,1,0
FR-4E,FRENCH,Français,CH-FRENCH-4E-VOCAB,Vocabulaire précis,approved,SK-FRENCH-4E-VOCAB,Mobiliser : Vocabulaire précis,exam_practice,2,approved,1,0,1
FR-4E,FRENCH,Français,CH-FRENCH-4E-VOCAB,Vocabulaire précis,approved,SK-FRENCH-4E-VOCAB,Mobiliser : Vocabulaire précis,exercise,3,approved,1,0,1
FR-4E,FRENCH,Français,CH-FRENCH-4E-VOCAB,Vocabulaire précis,approved,SK-FRENCH-4E-VOCAB,Mobiliser : Vocabulaire précis,worked_example,2,approved,1,0,1
FR-4E,GEOGRAPHY,Géographie,CH-GEOGRAPHY-4E-GLOBALIZATION,Des espaces transformés par la mondialisation,approved,SK-ENR-GEOGRAPHY-4E-GLOBALIZATION-ACTOR,Expliquer le rôle d'un acteur,assessment,2,draft,0,1,0
FR-4E,GEOGRAPHY,Géographie,CH-GEOGRAPHY-4E-GLOBALIZATION,Des espaces transformés par la mondialisation,approved,SK-ENR-GEOGRAPHY-4E-GLOBALIZATION-ACTOR,Expliquer le rôle d'un acteur,practice,2,draft,0,1,0
FR-4E,GEOGRAPHY,Géographie,CH-GEOGRAPHY-4E-GLOBALIZATION,Des espaces transformés par la mondialisation,approved,SK-ENR-GEOGRAPHY-4E-GLOBALIZATION-FLOW,Identifier des flux mondialisés,exam_practice,2,approved,1,0,1
FR-4E,GEOGRAPHY,Géographie,CH-GEOGRAPHY-4E-GLOBALIZATION,Des espaces transformés par la mondialisation,approved,SK-ENR-GEOGRAPHY-4E-GLOBALIZATION-FLOW,Identifier des flux mondialisés,exercise,2,approved,1,0,1
FR-4E,GEOGRAPHY,Géographie,CH-GEOGRAPHY-4E-GLOBALIZATION,Des espaces transformés par la mondialisation,approved,SK-ENR-GEOGRAPHY-4E-GLOBALIZATION-INTEGRATION,Comparer l'intégration des territoires,exam_practice,2,approved,1,0,1
FR-4E,GEOGRAPHY,Géographie,CH-GEOGRAPHY-4E-GLOBALIZATION,Des espaces transformés par la mondialisation,approved,SK-ENR-GEOGRAPHY-4E-GLOBALIZATION-INTEGRATION,Comparer l'intégration des territoires,exercise,2,approved,1,0,1
FR-4E,GEOGRAPHY,Géographie,CH-GEOGRAPHY-4E-GLOBALIZATION,Des espaces transformés par la mondialisation,approved,SK-ENR-GEOGRAPHY-4E-GLOBALIZATION-MAP,Construire une représentation de réseaux,exam_practice,2,approved,1,0,1
FR-4E,GEOGRAPHY,Géographie,CH-GEOGRAPHY-4E-GLOBALIZATION,Des espaces transformés par la mondialisation,approved,SK-ENR-GEOGRAPHY-4E-GLOBALIZATION-MARITIME,Analyser un espace maritime,exam_practice,2,approved,1,0,1
FR-4E,GEOGRAPHY,Géographie,CH-GEOGRAPHY-4E-GLOBALIZATION,Des espaces transformés par la mondialisation,approved,SK-ENR-GEOGRAPHY-4E-GLOBALIZATION-MARITIME,Analyser un espace maritime,exercise,2,approved,1,0,1
FR-4E,GEOGRAPHY,Géographie,CH-GEOGRAPHY-4E-GLOBALIZATION,Des espaces transformés par la mondialisation,approved,SK-GEOGRAPHY-4E-GLOBALIZATION,Expliquer l'intégration différenciée des territoires,exam_practice,2,approved,1,0,1
FR-4E,GEOGRAPHY,Géographie,CH-GEOGRAPHY-4E-GLOBALIZATION,Des espaces transformés par la mondialisation,approved,SK-GEOGRAPHY-4E-GLOBALIZATION,Expliquer l'intégration différenciée des territoires,exercise,2,approved,1,0,1
FR-4E,GEOGRAPHY,Géographie,CH-GEOGRAPHY-4E-MOBILITY,Mobilités humaines transnationales,approved,SK-ENR-GEOGRAPHY-4E-MOBILITY-CAUSE,Distinguer causes de mobilité,exam_practice,2,approved,1,0,1
FR-4E,GEOGRAPHY,Géographie,CH-GEOGRAPHY-4E-MOBILITY,Mobilités humaines transnationales,approved,SK-ENR-GEOGRAPHY-4E-MOBILITY-CAUSE,Distinguer causes de mobilité,exercise,2,approved,1,0,1
FR-4E,GEOGRAPHY,Géographie,CH-GEOGRAPHY-4E-MOBILITY,Mobilités humaines transnationales,approved,SK-ENR-GEOGRAPHY-4E-MOBILITY-EFFECT,Analyser des effets territoriaux,exercise,2,approved,1,0,1
FR-4E,GEOGRAPHY,Géographie,CH-GEOGRAPHY-4E-MOBILITY,Mobilités humaines transnationales,approved,SK-ENR-GEOGRAPHY-4E-MOBILITY-MAP,Lire une carte de flux,exam_practice,2,approved,1,0,1
FR-4E,GEOGRAPHY,Géographie,CH-GEOGRAPHY-4E-MOBILITY,Mobilités humaines transnationales,approved,SK-ENR-GEOGRAPHY-4E-MOBILITY-MAP,Lire une carte de flux,exercise,2,approved,1,0,1
FR-4E,GEOGRAPHY,Géographie,CH-GEOGRAPHY-4E-MOBILITY,Mobilités humaines transnationales,approved,SK-ENR-GEOGRAPHY-4E-MOBILITY-MIGRATION,Expliquer un flux migratoire,exam_practice,2,approved,1,0,1
FR-4E,GEOGRAPHY,Géographie,CH-GEOGRAPHY-4E-MOBILITY,Mobilités humaines transnationales,approved,SK-ENR-GEOGRAPHY-4E-MOBILITY-MIGRATION,Expliquer un flux migratoire,exercise,2,approved,1,0,1
FR-4E,GEOGRAPHY,Géographie,CH-GEOGRAPHY-4E-MOBILITY,Mobilités humaines transnationales,approved,SK-ENR-GEOGRAPHY-4E-MOBILITY-TOURISM,Caractériser une mobilité touristique,exam_practice,2,approved,1,0,1
FR-4E,GEOGRAPHY,Géographie,CH-GEOGRAPHY-4E-MOBILITY,Mobilités humaines transnationales,approved,SK-ENR-GEOGRAPHY-4E-MOBILITY-TOURISM,Caractériser une mobilité touristique,exercise,2,approved,1,0,1
FR-4E,GEOGRAPHY,Géographie,CH-GEOGRAPHY-4E-MOBILITY,Mobilités humaines transnationales,approved,SK-GEOGRAPHY-4E-MOBILITY,Analyser des flux migratoires et touristiques,assessment,2,draft,0,1,0
FR-4E,GEOGRAPHY,Géographie,CH-GEOGRAPHY-4E-MOBILITY,Mobilités humaines transnationales,approved,SK-GEOGRAPHY-4E-MOBILITY,Analyser des flux migratoires et touristiques,practice,2,draft,0,1,0
FR-4E,GEOGRAPHY,Géographie,CH-GEOGRAPHY-4E-URBANIZATION,L'urbanisation du monde,approved,SK-ENR-GEOGRAPHY-4E-URBANIZATION-GROWTH,Décrire la croissance urbaine,exam_practice,2,approved,1,0,1
FR-4E,GEOGRAPHY,Géographie,CH-GEOGRAPHY-4E-URBANIZATION,L'urbanisation du monde,approved,SK-ENR-GEOGRAPHY-4E-URBANIZATION-GROWTH,Décrire la croissance urbaine,exercise,2,approved,1,0,1
FR-4E,GEOGRAPHY,Géographie,CH-GEOGRAPHY-4E-URBANIZATION,L'urbanisation du monde,approved,SK-ENR-GEOGRAPHY-4E-URBANIZATION-INEQUALITY,Analyser des inégalités urbaines,exercise,2,approved,1,0,1
FR-4E,GEOGRAPHY,Géographie,CH-GEOGRAPHY-4E-URBANIZATION,L'urbanisation du monde,approved,SK-ENR-GEOGRAPHY-4E-URBANIZATION-LANDSCAPE,Interpréter un paysage urbain,exam_practice,2,approved,1,0,1
FR-4E,GEOGRAPHY,Géographie,CH-GEOGRAPHY-4E-URBANIZATION,L'urbanisation du monde,approved,SK-ENR-GEOGRAPHY-4E-URBANIZATION-LANDSCAPE,Interpréter un paysage urbain,exercise,2,approved,1,0,1
FR-4E,GEOGRAPHY,Géographie,CH-GEOGRAPHY-4E-URBANIZATION,L'urbanisation du monde,approved,SK-ENR-GEOGRAPHY-4E-URBANIZATION-MAP,Construire un croquis d'organisation,assessment,2,draft,0,1,0
FR-4E,GEOGRAPHY,Géographie,CH-GEOGRAPHY-4E-URBANIZATION,L'urbanisation du monde,approved,SK-ENR-GEOGRAPHY-4E-URBANIZATION-MAP,Construire un croquis d'organisation,practice,2,draft,0,1,0
FR-4E,GEOGRAPHY,Géographie,CH-GEOGRAPHY-4E-URBANIZATION,L'urbanisation du monde,approved,SK-ENR-GEOGRAPHY-4E-URBANIZATION-METROPOLIZATION,Expliquer la métropolisation,exam_practice,2,approved,1,0,1
FR-4E,GEOGRAPHY,Géographie,CH-GEOGRAPHY-4E-URBANIZATION,L'urbanisation du monde,approved,SK-ENR-GEOGRAPHY-4E-URBANIZATION-METROPOLIZATION,Expliquer la métropolisation,exercise,2,approved,1,0,1
FR-4E,GEOGRAPHY,Géographie,CH-GEOGRAPHY-4E-URBANIZATION,L'urbanisation du monde,approved,SK-GEOGRAPHY-4E-URBANIZATION,Comparer des espaces et dynamiques urbaines,exam_practice,2,approved,1,0,1
FR-4E,GEOGRAPHY,Géographie,CH-GEOGRAPHY-4E-URBANIZATION,L'urbanisation du monde,approved,SK-GEOGRAPHY-4E-URBANIZATION,Comparer des espaces et dynamiques urbaines,exercise,2,approved,1,0,1
FR-4E,HISTORY,Histoire,CH-HISTORY-4E-18TH,"Le XVIIIe siècle : expansions, Lumières et révolutions",approved,SK-ENR-HISTORY-4E-18TH-ENLIGHTENMENT,Expliquer les idées des Lumières,exam_practice,2,approved,1,0,1
FR-4E,HISTORY,Histoire,CH-HISTORY-4E-18TH,"Le XVIIIe siècle : expansions, Lumières et révolutions",approved,SK-ENR-HISTORY-4E-18TH-ENLIGHTENMENT,Expliquer les idées des Lumières,exercise,2,approved,1,0,1
FR-4E,HISTORY,Histoire,CH-HISTORY-4E-18TH,"Le XVIIIe siècle : expansions, Lumières et révolutions",approved,SK-ENR-HISTORY-4E-18TH-REVOLUTION,Comparer les révolutions atlantiques,exam_practice,2,approved,1,0,1
FR-4E,HISTORY,Histoire,CH-HISTORY-4E-18TH,"Le XVIIIe siècle : expansions, Lumières et révolutions",approved,SK-ENR-HISTORY-4E-18TH-REVOLUTION,Comparer les révolutions atlantiques,exercise,2,approved,1,0,1
FR-4E,HISTORY,Histoire,CH-HISTORY-4E-18TH,"Le XVIIIe siècle : expansions, Lumières et révolutions",approved,SK-ENR-HISTORY-4E-18TH-SLAVERY,Caractériser traites et esclavage,exam_practice,2,approved,1,0,1
FR-4E,HISTORY,Histoire,CH-HISTORY-4E-18TH,"Le XVIIIe siècle : expansions, Lumières et révolutions",approved,SK-ENR-HISTORY-4E-18TH-SLAVERY,Caractériser traites et esclavage,exercise,2,approved,1,0,1
FR-4E,HISTORY,Histoire,CH-HISTORY-4E-18TH,"Le XVIIIe siècle : expansions, Lumières et révolutions",approved,SK-ENR-HISTORY-4E-18TH-SOURCE,Interpréter une source du XVIIIe siècle,exam_practice,2,approved,1,0,1
FR-4E,HISTORY,Histoire,CH-HISTORY-4E-18TH,"Le XVIIIe siècle : expansions, Lumières et révolutions",approved,SK-ENR-HISTORY-4E-18TH-TRADE,Expliquer les échanges atlantiques,exam_practice,2,approved,1,0,1
FR-4E,HISTORY,Histoire,CH-HISTORY-4E-18TH,"Le XVIIIe siècle : expansions, Lumières et révolutions",approved,SK-ENR-HISTORY-4E-18TH-TRADE,Expliquer les échanges atlantiques,exercise,2,approved,1,0,1
FR-4E,HISTORY,Histoire,CH-HISTORY-4E-18TH,"Le XVIIIe siècle : expansions, Lumières et révolutions",approved,SK-HISTORY-4E-18TH,Expliquer les transformations politiques et économiques du XVIIIe siècle,exam_practice,2,approved,1,0,1
FR-4E,HISTORY,Histoire,CH-HISTORY-4E-18TH,"Le XVIIIe siècle : expansions, Lumières et révolutions",approved,SK-HISTORY-4E-18TH,Expliquer les transformations politiques et économiques du XVIIIe siècle,exercise,2,approved,1,0,1
FR-4E,HISTORY,Histoire,CH-HISTORY-4E-19TH,L'Europe et le monde au XIXe siècle,approved,SK-ENR-HISTORY-4E-19TH-COLONIZATION,Caractériser la colonisation,exam_practice,2,approved,1,0,1
FR-4E,HISTORY,Histoire,CH-HISTORY-4E-19TH,L'Europe et le monde au XIXe siècle,approved,SK-ENR-HISTORY-4E-19TH-COLONIZATION,Caractériser la colonisation,exercise,2,approved,1,0,1
FR-4E,HISTORY,Histoire,CH-HISTORY-4E-19TH,L'Europe et le monde au XIXe siècle,approved,SK-ENR-HISTORY-4E-19TH-INDUSTRIALIZATION,Expliquer l'industrialisation,exam_practice,2,approved,1,0,1
FR-4E,HISTORY,Histoire,CH-HISTORY-4E-19TH,L'Europe et le monde au XIXe siècle,approved,SK-ENR-HISTORY-4E-19TH-INDUSTRIALIZATION,Expliquer l'industrialisation,exercise,2,approved,1,0,1
FR-4E,HISTORY,Histoire,CH-HISTORY-4E-19TH,L'Europe et le monde au XIXe siècle,approved,SK-ENR-HISTORY-4E-19TH-MIGRATION,Relier industrialisation et mobilités,exam_practice,2,approved,1,0,1
FR-4E,HISTORY,Histoire,CH-HISTORY-4E-19TH,L'Europe et le monde au XIXe siècle,approved,SK-ENR-HISTORY-4E-19TH-MIGRATION,Relier industrialisation et mobilités,exercise,2,approved,1,0,1
FR-4E,HISTORY,Histoire,CH-HISTORY-4E-19TH,L'Europe et le monde au XIXe siècle,approved,SK-ENR-HISTORY-4E-19TH-SOCIETY,Analyser les transformations sociales,exam_practice,2,approved,1,0,1
FR-4E,HISTORY,Histoire,CH-HISTORY-4E-19TH,L'Europe et le monde au XIXe siècle,approved,SK-ENR-HISTORY-4E-19TH-SOCIETY,Analyser les transformations sociales,exercise,2,approved,1,0,1
FR-4E,HISTORY,Histoire,CH-HISTORY-4E-19TH,L'Europe et le monde au XIXe siècle,approved,SK-ENR-HISTORY-4E-19TH-SOURCE,Confronter des documents,exam_practice,2,approved,1,0,1
FR-4E,HISTORY,Histoire,CH-HISTORY-4E-19TH,L'Europe et le monde au XIXe siècle,approved,SK-ENR-HISTORY-4E-19TH-SOURCE,Confronter des documents,exercise,2,approved,1,0,1
