subject,domain,chapter,skill,importance,exercise_count,family_count,official_count,correction_coverage,coverage_status,gap_causes
PHYSICS_CHEMISTRY,Organisation et transformations de la matière,Atomes et molécules,Molécules et formules,HIGH,40,12,0,1.0,COMPLETE,NO_OFFICIAL_QUESTION_FOUND
PHYSICS_CHEMISTRY,Organisation et transformations de la matière,Réactions chimiques,Décrire une transformation,CRITICAL,50,11,0,1.0,COMPLETE,NO_OFFICIAL_QUESTION_FOUND
PHYSICS_CHEMISTRY,Organisation et transformations de la matière,Réactions chimiques,Acides et bases,CRITICAL,50,12,0,1.0,COMPLETE,NO_OFFICIAL_QUESTION_FOUND
PHYSICS_CHEMISTRY,Organisation et transformations de la matière,Masse volumique et identification,Mesurer et calculer,MEDIUM,30,11,3,1.0,COMPLETE,OTHER
PHYSICS_CHEMISTRY,Organisation et transformations de la matière,Masse volumique et identification,Unités et conversions,MEDIUM,30,12,0,1.0,COMPLETE,NO_OFFICIAL_QUESTION_FOUND
PHYSICS_CHEMISTRY,Mouvements et interactions,Mouvement et vitesse,Décrire un mouvement,HIGH,40,13,5,1.0,COMPLETE,OTHER
PHYSICS_CHEMISTRY,Mouvements et interactions,Mouvement et vitesse,Vitesse,HIGH,40,12,0,1.0,COMPLETE,NO_OFFICIAL_QUESTION_FOUND
PHYSICS_CHEMISTRY,Mouvements et interactions,Forces et interactions,Identifier des forces,HIGH,40,11,2,1.0,COMPLETE,OTHER
PHYSICS_CHEMISTRY,Mouvements et interactions,Forces et interactions,Effets des forces,HIGH,40,12,0,1.0,COMPLETE,NO_OFFICIAL_QUESTION_FOUND
PHYSICS_CHEMISTRY,L'énergie,Formes et conversions d'énergie,Formes d'énergie,CRITICAL,50,13,11,1.0,COMPLETE,OTHER
PHYSICS_CHEMISTRY,L'énergie,Formes et conversions d'énergie,Chaînes énergétiques,CRITICAL,50,12,0,1.0,COMPLETE,NO_OFFICIAL_QUESTION_FOUND
PHYSICS_CHEMISTRY,L'énergie,Électricité et circuits,Circuits électriques,HIGH,40,11,5,1.0,COMPLETE,OTHER
PHYSICS_CHEMISTRY,L'énergie,Électricité et circuits,Grandeurs électriques,HIGH,40,12,0,1.0,COMPLETE,NO_OFFICIAL_QUESTION_FOUND
PHYSICS_CHEMISTRY,Des signaux pour observer et communiquer,Lumière et signaux lumineux,Propagation de la lumière,HIGH,40,13,1,1.0,COMPLETE,OTHER
PHYSICS_CHEMISTRY,Des signaux pour observer et communiquer,Lumière et signaux lumineux,Lentilles et images,HIGH,40,12,0,1.0,COMPLETE,NO_OFFICIAL_QUESTION_FOUND
PHYSICS_CHEMISTRY,Des signaux pour observer et communiquer,Son et signaux sonores,Propagation du son,MEDIUM,30,11,11,1.0,COMPLETE,OTHER
PHYSICS_CHEMISTRY,Des signaux pour observer et communiquer,Son et signaux sonores,Caractéristiques d'un son,MEDIUM,30,12,0,1.0,COMPLETE,NO_OFFICIAL_QUESTION_FOUND
SVT,"La planète Terre, l'environnement et l'action humaine",Dynamique de la Terre,Structure de la Terre,HIGH,40,13,0,1.0,COMPLETE,NO_OFFICIAL_QUESTION_FOUND
SVT,"La planète Terre, l'environnement et l'action humaine",Dynamique de la Terre,Risques géologiques,HIGH,40,12,0,1.0,COMPLETE,NO_OFFICIAL_QUESTION_FOUND
SVT,"La planète Terre, l'environnement et l'action humaine",Écosystèmes et environnement,Relations au sein d'un écosystème,HIGH,40,13,0,1.0,COMPLETE,NO_OFFICIAL_QUESTION_FOUND
SVT,"La planète Terre, l'environnement et l'action humaine",Écosystèmes et environnement,Action humaine,HIGH,40,12,0,1.0,COMPLETE,NO_OFFICIAL_QUESTION_FOUND
SVT,"La planète Terre, l'environnement et l'action humaine",Climat et changements globaux,Effet de serre et climat,HIGH,40,13,0,1.0,COMPLETE,NO_OFFICIAL_QUESTION_FOUND
SVT,"La planète Terre, l'environnement et l'action humaine",Climat et changements globaux,Enjeux environnementaux,HIGH,40,12,0,1.0,COMPLETE,NO_OFFICIAL_QUESTION_FOUND
SVT,Le vivant et son évolution,Organisation cellulaire,Cellule et organisme,MEDIUM,30,11,0,1.0,COMPLETE,NO_OFFICIAL_QUESTION_FOUND
SVT,Le vivant et son évolution,Organisation cellulaire,Micro-organismes,MEDIUM,30,12,0,1.0,COMPLETE,NO_OFFICIAL_QUESTION_FOUND
SVT,Le vivant et son évolution,ADN et génétique,ADN support de l'information,CRITICAL,50,13,0,1.0,COMPLETE,NO_OFFICIAL_QUESTION_FOUND
SVT,Le vivant et son évolution,ADN et génétique,Hérédité,CRITICAL,50,12,0,1.0,COMPLETE,NO_OFFICIAL_QUESTION_FOUND
SVT,Le vivant et son évolution,Évolution des espèces,Mécanismes évolutifs,HIGH,40,11,0,1.0,COMPLETE,NO_OFFICIAL_QUESTION_FOUND
SVT,Le vivant et son évolution,Évolution des espèces,Arguments de l'évolution,HIGH,40,12,0,1.0,COMPLETE,NO_OFFICIAL_QUESTION_FOUND
SVT,Le vivant et son évolution,Reproduction,Reproduction sexuée,MEDIUM,30,11,0,1.0,COMPLETE,NO_OFFICIAL_QUESTION_FOUND
SVT,Le vivant et son évolution,Reproduction,Développement,MEDIUM,30,12,0,1.0,COMPLETE,NO_OFFICIAL_QUESTION_FOUND
SVT,Le corps humain et la santé,Nutrition et digestion,Aliments et besoins,HIGH,40,13,0,1.0,COMPLETE,NO_OFFICIAL_QUESTION_FOUND
SVT,Le corps humain et la santé,Nutrition et digestion,Digestion,HIGH,40,12,0,1.0,COMPLETE,NO_OFFICIAL_QUESTION_FOUND
SVT,Le corps humain et la santé,Respiration et circulation,Respiration,HIGH,40,13,0,1.0,COMPLETE,NO_OFFICIAL_QUESTION_FOUND
SVT,Le corps humain et la santé,Respiration et circulation,Circulation,HIGH,40,12,0,1.0,COMPLETE,NO_OFFICIAL_QUESTION_FOUND
SVT,Le corps humain et la santé,Immunité et santé,Défenses de l'organisme,CRITICAL,50,13,0,1.0,COMPLETE,NO_OFFICIAL_QUESTION_FOUND
SVT,Le corps humain et la santé,Immunité et santé,Prévention et traitements,CRITICAL,50,12,0,1.0,COMPLETE,NO_OFFICIAL_QUESTION_FOUND
TECHNOLOGY,"Design, innovation et créativité / Objets et systèmes techniques",Objets et systèmes techniques,Analyser un objet technique,HIGH,40,12,0,1.0,COMPLETE,NO_OFFICIAL_QUESTION_FOUND
TECHNOLOGY,"Design, innovation et créativité / Objets et systèmes techniques",Objets et systèmes techniques,Évolution des objets,HIGH,40,12,0,1.0,COMPLETE,NO_OFFICIAL_QUESTION_FOUND
TECHNOLOGY,"Design, innovation et créativité / Objets et systèmes techniques",Chaîne d'information,Acquérir et traiter,HIGH,40,13,0,1.0,COMPLETE,NO_OFFICIAL_QUESTION_FOUND
TECHNOLOGY,"Design, innovation et créativité / Objets et systèmes techniques",Chaîne d'information,Commander,HIGH,40,12,0,1.0,COMPLETE,NO_OFFICIAL_QUESTION_FOUND
TECHNOLOGY,"Design, innovation et créativité / Objets et systèmes techniques",Chaîne d'énergie,Flux d'énergie,HIGH,40,13,0,1.0,COMPLETE,NO_OFFICIAL_QUESTION_FOUND
TECHNOLOGY,"Design, innovation et créativité / Objets et systèmes techniques",Chaîne d'énergie,Bilans énergétiques,HIGH,40,12,0,1.0,COMPLETE,NO_OFFICIAL_QUESTION_FOUND
TECHNOLOGY,"Design, innovation et créativité / Objets et systèmes techniques",Conception et modélisation,Démarche de conception,HIGH,40,13,0,1.0,COMPLETE,NO_OFFICIAL_QUESTION_FOUND
TECHNOLOGY,"Design, innovation et créativité / Objets et systèmes techniques",Conception et modélisation,Modélisation,HIGH,40,12,0,1.0,COMPLETE,NO_OFFICIAL_QUESTION_FOUND
TECHNOLOGY,"Design, innovation et créativité / Objets et systèmes techniques","Informatique, algorithmique et programmation",Algorithmique,CRITICAL,50,13,0,1.0,COMPLETE,NO_OFFICIAL_QUESTION_FOUND
TECHNOLOGY,"Design, innovation et créativité / Objets et systèmes techniques","Informatique, algorithmique et programmation",Programmer,CRITICAL,50,12,0,1.0,COMPLETE,NO_OFFICIAL_QUESTION_FOUND
TECHNOLOGY,"Design, innovation et créativité / Objets et systèmes techniques",Réseaux et données,Architecture des réseaux,HIGH,40,13,0,1.0,COMPLETE,NO_OFFICIAL_QUESTION_FOUND
TECHNOLOGY,"Design, innovation et créativité / Objets et systèmes techniques",Réseaux et données,Données et sécurité,HIGH,40,12,0,1.0,COMPLETE,NO_OFFICIAL_QUESTION_FOUND
TECHNOLOGY,"Design, innovation et créativité / Objets et systèmes techniques",Impacts et développement durable,Impacts des objets techniques,HIGH,40,13,0,1.0,COMPLETE,NO_OFFICIAL_QUESTION_FOUND
TECHNOLOGY,"Design, innovation et créativité / Objets et systèmes techniques",Impacts et développement durable,Choix responsables,HIGH,40,12,0,1.0,COMPLETE,NO_OFFICIAL_QUESTION_FOUND
