subject,domain,chapter,skill,subskill,exercise_count,coverage_status
MATHEMATICS,Algorithmique et programmation,"Variables, conditions et boucles",Variables et affectations,Types simples,32,PARTIAL
MATHEMATICS,Algorithmique et programmation,"Variables, conditions et boucles",Variables et affectations,Expressions,32,PARTIAL
MATHEMATICS,Algorithmique et programmation,"Variables, conditions et boucles",Conditions,Si … alors … sinon,12,PARTIAL
MATHEMATICS,Algorithmique et programmation,"Variables, conditions et boucles",Conditions,Conditions booléennes,12,PARTIAL
MATHEMATICS,Algorithmique et programmation,"Variables, conditions et boucles",Boucles,Boucle bornée,12,PARTIAL
MATHEMATICS,Algorithmique et programmation,"Variables, conditions et boucles",Boucles,Boucle non bornée,12,PARTIAL
MATHEMATICS,Algorithmique et programmation,"Variables, conditions et boucles",Boucles,Faire tourner un algorithme à la main,12,PARTIAL
MATHEMATICS,Algorithmique et programmation,Scratch et programmation par blocs,Scripts et événements,Événements,12,PARTIAL
MATHEMATICS,Algorithmique et programmation,Scratch et programmation par blocs,Scripts et événements,Séquences d'instructions,12,PARTIAL
MATHEMATICS,Algorithmique et programmation,Scratch et programmation par blocs,Contrôle et interactions,Répéter,12,PARTIAL
MATHEMATICS,Algorithmique et programmation,Scratch et programmation par blocs,Contrôle et interactions,Conditions en blocs,12,PARTIAL
MATHEMATICS,Algorithmique et programmation,Scratch et programmation par blocs,Contrôle et interactions,Variables en blocs,12,PARTIAL
MATHEMATICS,Compétences transversales mathématiques,Compétences transversales,Automatismes,Calculs fluides,12,PARTIAL
MATHEMATICS,Compétences transversales mathématiques,Compétences transversales,Automatismes,Procédures de base,12,PARTIAL
MATHEMATICS,Compétences transversales mathématiques,Compétences transversales,Automatismes,Formules usuelles,12,PARTIAL
MATHEMATICS,Compétences transversales mathématiques,Compétences transversales,Automatismes,Rapidité et exactitude,12,PARTIAL
MATHEMATICS,Compétences transversales mathématiques,Compétences transversales,Résolution de problèmes,Comprendre l'énoncé,12,PARTIAL
MATHEMATICS,Compétences transversales mathématiques,Compétences transversales,Résolution de problèmes,Choisir une stratégie,12,PARTIAL
MATHEMATICS,Compétences transversales mathématiques,Compétences transversales,Résolution de problèmes,Mener la résolution,12,PARTIAL
MATHEMATICS,Compétences transversales mathématiques,Compétences transversales,Résolution de problèmes,Contrôler et conclure,12,PARTIAL
MATHEMATICS,Compétences transversales mathématiques,Compétences transversales,Raisonnement,Déduire,12,PARTIAL
MATHEMATICS,Compétences transversales mathématiques,Compétences transversales,Raisonnement,Conjecturer,12,PARTIAL
MATHEMATICS,Compétences transversales mathématiques,Compétences transversales,Raisonnement,Contre-exemple,12,PARTIAL
MATHEMATICS,Compétences transversales mathématiques,Compétences transversales,Démonstration,Hypothèses / conclusion,12,PARTIAL
MATHEMATICS,Compétences transversales mathématiques,Compétences transversales,Démonstration,Enchaîner des arguments,12,PARTIAL
MATHEMATICS,Compétences transversales mathématiques,Compétences transversales,Démonstration,Rédiger une preuve,12,PARTIAL
MATHEMATICS,Compétences transversales mathématiques,Compétences transversales,Calcul mental,Opérations courantes,12,PARTIAL
MATHEMATICS,Compétences transversales mathématiques,Compétences transversales,Calcul mental,Ordres de grandeur,12,PARTIAL
MATHEMATICS,Compétences transversales mathématiques,Compétences transversales,Calcul mental,Pourcentages mentaux,12,PARTIAL
MATHEMATICS,Compétences transversales mathématiques,Compétences transversales,Outils numériques,Calculatrice,12,PARTIAL
MATHEMATICS,Compétences transversales mathématiques,Compétences transversales,Outils numériques,Tableur,12,PARTIAL
MATHEMATICS,Compétences transversales mathématiques,Compétences transversales,Outils numériques,Logiciel de géométrie,12,PARTIAL
MATHEMATICS,Compétences transversales mathématiques,Compétences transversales,Outils numériques,Environnement de programmation,12,PARTIAL
HISTORY,"L'Europe, un théâtre majeur des guerres totales (1914-1945)",La Première Guerre mondiale : l'expérience combattante et l'expérience des civils,Expérience combattante,Guerre de tranchées,59,PARTIAL
HISTORY,"L'Europe, un théâtre majeur des guerres totales (1914-1945)",La Première Guerre mondiale : l'expérience combattante et l'expérience des civils,Expérience combattante,Violence de masse,59,PARTIAL
HISTORY,"L'Europe, un théâtre majeur des guerres totales (1914-1945)",La Première Guerre mondiale : l'expérience combattante et l'expérience des civils,Expérience combattante,Témoignages combattants,59,PARTIAL
HISTORY,"L'Europe, un théâtre majeur des guerres totales (1914-1945)",La Première Guerre mondiale : l'expérience combattante et l'expérience des civils,Expérience des civils,Front intérieur,15,PARTIAL
HISTORY,"L'Europe, un théâtre majeur des guerres totales (1914-1945)",La Première Guerre mondiale : l'expérience combattante et l'expérience des civils,Expérience des civils,Rôle des femmes,15,PARTIAL
HISTORY,"L'Europe, un théâtre majeur des guerres totales (1914-1945)",La Première Guerre mondiale : l'expérience combattante et l'expérience des civils,Expérience des civils,Opinion et propagande,15,PARTIAL
HISTORY,"L'Europe, un théâtre majeur des guerres totales (1914-1945)",La Première Guerre mondiale : l'expérience combattante et l'expérience des civils,Sorties de guerre,Armistice et traités,15,PARTIAL
HISTORY,"L'Europe, un théâtre majeur des guerres totales (1914-1945)",La Première Guerre mondiale : l'expérience combattante et l'expérience des civils,Sorties de guerre,Bilans humains et politiques,15,PARTIAL
HISTORY,"L'Europe, un théâtre majeur des guerres totales (1914-1945)",Démocraties et totalitarismes dans l'Europe de l'entre-deux-guerres,Régimes totalitaires,Stalinisme,35,PARTIAL
HISTORY,"L'Europe, un théâtre majeur des guerres totales (1914-1945)",Démocraties et totalitarismes dans l'Europe de l'entre-deux-guerres,Régimes totalitaires,Fascisme italien,35,PARTIAL
HISTORY,"L'Europe, un théâtre majeur des guerres totales (1914-1945)",Démocraties et totalitarismes dans l'Europe de l'entre-deux-guerres,Régimes totalitaires,Nazisme,35,PARTIAL
HISTORY,"L'Europe, un théâtre majeur des guerres totales (1914-1945)",Démocraties et totalitarismes dans l'Europe de l'entre-deux-guerres,Pratiques totalitaires,Propagande,15,PARTIAL
HISTORY,"L'Europe, un théâtre majeur des guerres totales (1914-1945)",Démocraties et totalitarismes dans l'Europe de l'entre-deux-guerres,Pratiques totalitaires,Répression et terreur,15,PARTIAL
HISTORY,"L'Europe, un théâtre majeur des guerres totales (1914-1945)",Démocraties et totalitarismes dans l'Europe de l'entre-deux-guerres,Pratiques totalitaires,Culte du chef,15,PARTIAL
HISTORY,"L'Europe, un théâtre majeur des guerres totales (1914-1945)",Démocraties et totalitarismes dans l'Europe de l'entre-deux-guerres,Démocraties face à la crise,Crise de 1929,15,PARTIAL
HISTORY,"L'Europe, un théâtre majeur des guerres totales (1914-1945)",Démocraties et totalitarismes dans l'Europe de l'entre-deux-guerres,Démocraties face à la crise,Réponses démocratiques (ex. Front populaire),15,PARTIAL
HISTORY,"L'Europe, un théâtre majeur des guerres totales (1914-1945)","La Seconde Guerre mondiale, une guerre d'anéantissement",Guerre mondiale et anéantissement,Fronts et coalitions,50,COMPLETE
HISTORY,"L'Europe, un théâtre majeur des guerres totales (1914-1945)","La Seconde Guerre mondiale, une guerre d'anéantissement",Guerre mondiale et anéantissement,Crimes de masse,50,COMPLETE
HISTORY,"L'Europe, un théâtre majeur des guerres totales (1914-1945)","La Seconde Guerre mondiale, une guerre d'anéantissement",Guerre mondiale et anéantissement,Bombardements / guerre totale,50,COMPLETE
HISTORY,"L'Europe, un théâtre majeur des guerres totales (1914-1945)","La Seconde Guerre mondiale, une guerre d'anéantissement",Génocide des Juifs et des Tsiganes,Antisémitisme nazi,15,PARTIAL
HISTORY,"L'Europe, un théâtre majeur des guerres totales (1914-1945)","La Seconde Guerre mondiale, une guerre d'anéantissement",Génocide des Juifs et des Tsiganes,Camps et extermination,15,PARTIAL
HISTORY,"L'Europe, un théâtre majeur des guerres totales (1914-1945)","La Seconde Guerre mondiale, une guerre d'anéantissement",Génocide des Juifs et des Tsiganes,Mémoires,15,PARTIAL
HISTORY,"L'Europe, un théâtre majeur des guerres totales (1914-1945)","La France défaite et occupée ; régime de Vichy, Collaboration, Résistance",Défaite et occupation,Défaite de 1940,50,COMPLETE
HISTORY,"L'Europe, un théâtre majeur des guerres totales (1914-1945)","La France défaite et occupée ; régime de Vichy, Collaboration, Résistance",Défaite et occupation,Occupation,50,COMPLETE
HISTORY,"L'Europe, un théâtre majeur des guerres totales (1914-1945)","La France défaite et occupée ; régime de Vichy, Collaboration, Résistance",Défaite et occupation,Zones et quotidien,50,COMPLETE
HISTORY,"L'Europe, un théâtre majeur des guerres totales (1914-1945)","La France défaite et occupée ; régime de Vichy, Collaboration, Résistance",Vichy et Collaboration,État français,15,PARTIAL
HISTORY,"L'Europe, un théâtre majeur des guerres totales (1914-1945)","La France défaite et occupée ; régime de Vichy, Collaboration, Résistance",Vichy et Collaboration,Collaboration,15,PARTIAL
HISTORY,"L'Europe, un théâtre majeur des guerres totales (1914-1945)","La France défaite et occupée ; régime de Vichy, Collaboration, Résistance",Vichy et Collaboration,Politique antisémite,15,PARTIAL
HISTORY,"L'Europe, un théâtre majeur des guerres totales (1914-1945)","La France défaite et occupée ; régime de Vichy, Collaboration, Résistance",Résistances,Résistance intérieure,15,PARTIAL
HISTORY,"L'Europe, un théâtre majeur des guerres totales (1914-1945)","La France défaite et occupée ; régime de Vichy, Collaboration, Résistance",Résistances,France libre,15,PARTIAL
HISTORY,"L'Europe, un théâtre majeur des guerres totales (1914-1945)","La France défaite et occupée ; régime de Vichy, Collaboration, Résistance",Résistances,Actes de résistance,15,PARTIAL
HISTORY,Le monde depuis 1945,Indépendances et construction de nouveaux États,Processus de décolonisation,Asie,35,PARTIAL
HISTORY,Le monde depuis 1945,Indépendances et construction de nouveaux États,Processus de décolonisation,Afrique,35,PARTIAL
HISTORY,Le monde depuis 1945,Indépendances et construction de nouveaux États,Processus de décolonisation,Acteurs et formes (négociée / conflictuelle),35,PARTIAL
HISTORY,Le monde depuis 1945,Indépendances et construction de nouveaux États,Nouveaux États,Enjeux politiques et économiques,15,PARTIAL
HISTORY,Le monde depuis 1945,Indépendances et construction de nouveaux États,Nouveaux États,Non-alignement / Tiers monde,15,PARTIAL
HISTORY,Le monde depuis 1945,Un monde bipolaire au temps de la Guerre froide,Blocs Est / Ouest,Origines,15,PARTIAL
HISTORY,Le monde depuis 1945,Un monde bipolaire au temps de la Guerre froide,Blocs Est / Ouest,Alliances,15,PARTIAL
HISTORY,Le monde depuis 1945,Un monde bipolaire au temps de la Guerre froide,Blocs Est / Ouest,Affrontement idéologique,15,PARTIAL
HISTORY,Le monde depuis 1945,Un monde bipolaire au temps de la Guerre froide,Crises et conflits,Berlin,15,PARTIAL
HISTORY,Le monde depuis 1945,Un monde bipolaire au temps de la Guerre froide,Crises et conflits,Cuba,15,PARTIAL
HISTORY,Le monde depuis 1945,Un monde bipolaire au temps de la Guerre froide,Crises et conflits,Guerres proxy,15,PARTIAL
HISTORY,Le monde depuis 1945,Un monde bipolaire au temps de la Guerre froide,Fin de la Guerre froide,1989,15,PARTIAL
HISTORY,Le monde depuis 1945,Un monde bipolaire au temps de la Guerre froide,Fin de la Guerre froide,Dislocation de l'URSS,15,PARTIAL
HISTORY,Le monde depuis 1945,Affirmation et mise en œuvre du projet européen,Origines du projet européen,Après 1945,35,PARTIAL
HISTORY,Le monde depuis 1945,Affirmation et mise en œuvre du projet européen,Origines du projet européen,Pères fondateurs / traités,35,PARTIAL
HISTORY,Le monde depuis 1945,Affirmation et mise en œuvre du projet européen,Approfondissement et élargissements,CEE / marché commun,15,PARTIAL
HISTORY,Le monde depuis 1945,Affirmation et mise en œuvre du projet européen,Approfondissement et élargissements,Union européenne,15,PARTIAL
HISTORY,Le monde depuis 1945,Affirmation et mise en œuvre du projet européen,Approfondissement et élargissements,Enjeux contemporains,15,PARTIAL
HISTORY,Le monde depuis 1945,Enjeux et conflits dans le monde après 1989,Nouvel ordre mondial,Fin du bipolarisme,40,PARTIAL
HISTORY,Le monde depuis 1945,Enjeux et conflits dans le monde après 1989,Nouvel ordre mondial,Nouvelles puissances,40,PARTIAL
HISTORY,Le monde depuis 1945,Enjeux et conflits dans le monde après 1989,Conflits et terrorisme,Conflits régionaux,15,PARTIAL
HISTORY,Le monde depuis 1945,Enjeux et conflits dans le monde après 1989,Conflits et terrorisme,Terrorisme international,15,PARTIAL
HISTORY,Le monde depuis 1945,Enjeux et conflits dans le monde après 1989,Conflits et terrorisme,Multilatéralisme / ONU,15,PARTIAL
HISTORY,Françaises et Français dans une République repensée,"Refonder la République, redéfinir la démocratie (1944-1947)",Libération et refondation,GPRF,40,COMPLETE
HISTORY,Françaises et Français dans une République repensée,"Refonder la République, redéfinir la démocratie (1944-1947)",Libération et refondation,Droits (vote des femmes),40,COMPLETE
HISTORY,Françaises et Français dans une République repensée,"Refonder la République, redéfinir la démocratie (1944-1947)",Libération et refondation,Épuration,40,COMPLETE
HISTORY,Françaises et Français dans une République repensée,"Refonder la République, redéfinir la démocratie (1944-1947)",IVe République,Constitution de 1946,40,COMPLETE
HISTORY,Françaises et Français dans une République repensée,"Refonder la République, redéfinir la démocratie (1944-1947)",IVe République,Réformes sociales,40,COMPLETE
HISTORY,Françaises et Français dans une République repensée,La Ve République,Institutions de la Ve République,Constitution de 1958,50,COMPLETE
HISTORY,Françaises et Français dans une République repensée,La Ve République,Institutions de la Ve République,Rôle du président,50,COMPLETE
HISTORY,Françaises et Français dans une République repensée,La Ve République,Institutions de la Ve République,Équilibres des pouvoirs,50,COMPLETE
HISTORY,Françaises et Français dans une République repensée,La Ve République,Évolutions politiques,Alternances,50,COMPLETE
HISTORY,Françaises et Français dans une République repensée,La Ve République,Évolutions politiques,Réformes majeures,50,COMPLETE
HISTORY,Françaises et Français dans une République repensée,La Ve République,Évolutions politiques,Société et politique,50,COMPLETE
HISTORY,Françaises et Français dans une République repensée,Femmes et hommes dans la société des années 1950 aux années 1980,Transformations sociales,Travail et modes de vie,40,COMPLETE
HISTORY,Françaises et Français dans une République repensée,Femmes et hommes dans la société des années 1950 aux années 1980,Transformations sociales,Société de consommation,40,COMPLETE
HISTORY,Françaises et Français dans une République repensée,Femmes et hommes dans la société des années 1950 aux années 1980,Transformations sociales,Jeunesse et culture,40,COMPLETE
HISTORY,Françaises et Français dans une République repensée,Femmes et hommes dans la société des années 1950 aux années 1980,Place des femmes,Droits des femmes,40,COMPLETE
HISTORY,Françaises et Français dans une République repensée,Femmes et hommes dans la société des années 1950 aux années 1980,Place des femmes,Inégalités et conquêtes,40,COMPLETE
HISTORY,Françaises et Français dans une République repensée,Femmes et hommes dans la société des années 1950 aux années 1980,Immigration et société française,Migrations,40,COMPLETE
HISTORY,Françaises et Français dans une République repensée,Femmes et hommes dans la société des années 1950 aux années 1980,Immigration et société française,Intégration / débats,40,COMPLETE
GEOGRAPHY,Dynamiques territoriales de la France contemporaine,Urbanisation et attractivité des territoires,Métropolisation,Aires urbaines,40,PARTIAL
GEOGRAPHY,Dynamiques territoriales de la France contemporaine,Urbanisation et attractivité des territoires,Métropolisation,Hiérarchie urbaine,40,PARTIAL
GEOGRAPHY,Dynamiques territoriales de la France contemporaine,Urbanisation et attractivité des territoires,Métropolisation,Fonctions métropolitaines,40,PARTIAL
GEOGRAPHY,Dynamiques territoriales de la France contemporaine,Urbanisation et attractivité des territoires,Mobilités et espaces de vie,Navettes,12,PARTIAL
GEOGRAPHY,Dynamiques territoriales de la France contemporaine,Urbanisation et attractivité des territoires,Mobilités et espaces de vie,Périurbanisation,12,PARTIAL
GEOGRAPHY,Dynamiques territoriales de la France contemporaine,Les espaces productifs et leurs évolutions,Espaces agricoles,Systèmes agricoles,32,PARTIAL
GEOGRAPHY,Dynamiques territoriales de la France contemporaine,Les espaces productifs et leurs évolutions,Espaces agricoles,Mutations,32,PARTIAL
GEOGRAPHY,Dynamiques territoriales de la France contemporaine,Les espaces productifs et leurs évolutions,Espaces industriels et de services,Zones industrialo-portuaires,12,PARTIAL
GEOGRAPHY,Dynamiques territoriales de la France contemporaine,Les espaces productifs et leurs évolutions,Espaces industriels et de services,Tertiarisation,12,PARTIAL
GEOGRAPHY,Dynamiques territoriales de la France contemporaine,Les espaces productifs et leurs évolutions,Espaces industriels et de services,Innovation / technopoles,12,PARTIAL
GEOGRAPHY,Dynamiques territoriales de la France contemporaine,Inégalités et fractures territoriales,Contrastes du territoire français,Densités,32,PARTIAL
GEOGRAPHY,Dynamiques territoriales de la France contemporaine,Inégalités et fractures territoriales,Contrastes du territoire français,Attractivité / déclin,32,PARTIAL
GEOGRAPHY,Dynamiques territoriales de la France contemporaine,Inégalités et fractures territoriales,Contrastes du territoire français,Outre-mer,32,PARTIAL
GEOGRAPHY,Dynamiques territoriales de la France contemporaine,Inégalités et fractures territoriales,Acteurs et politiques,Rôle de l'État,12,PARTIAL
GEOGRAPHY,Dynamiques territoriales de la France contemporaine,Inégalités et fractures territoriales,Acteurs et politiques,Collectivités,12,PARTIAL
GEOGRAPHY,Pourquoi et comment aménager le territoire ?,Aménagement du territoire,Enjeux d'aménagement,Équilibres territoriaux,12,PARTIAL
GEOGRAPHY,Pourquoi et comment aménager le territoire ?,Aménagement du territoire,Enjeux d'aménagement,Accessibilité,12,PARTIAL
GEOGRAPHY,Pourquoi et comment aménager le territoire ?,Aménagement du territoire,Enjeux d'aménagement,Développement durable,12,PARTIAL
GEOGRAPHY,Pourquoi et comment aménager le territoire ?,Aménagement du territoire,Acteurs de l'aménagement,Acteurs publics,12,PARTIAL
GEOGRAPHY,Pourquoi et comment aménager le territoire ?,Aménagement du territoire,Acteurs de l'aménagement,Acteurs privés,12,PARTIAL
GEOGRAPHY,Pourquoi et comment aménager le territoire ?,Aménagement du territoire,Acteurs de l'aménagement,Concertation,12,PARTIAL
GEOGRAPHY,Pourquoi et comment aménager le territoire ?,Risques et transitions,Risques et vulnérabilités,Risques naturels,40,PARTIAL
GEOGRAPHY,Pourquoi et comment aménager le territoire ?,Risques et transitions,Risques et vulnérabilités,Risques technologiques,40,PARTIAL
GEOGRAPHY,Pourquoi et comment aménager le territoire ?,Risques et transitions,Risques et vulnérabilités,Prévention,40,PARTIAL
GEOGRAPHY,Pourquoi et comment aménager le territoire ?,Risques et transitions,Transitions énergétiques et écologiques,Énergie,12,PARTIAL
GEOGRAPHY,Pourquoi et comment aménager le territoire ?,Risques et transitions,Transitions énergétiques et écologiques,Climat,12,PARTIAL
GEOGRAPHY,La France et l'Union européenne,La France dans l'Union européenne,Territoire européen,États membres,32,PARTIAL
GEOGRAPHY,La France et l'Union européenne,La France dans l'Union européenne,Territoire européen,Frontières,32,PARTIAL
GEOGRAPHY,La France et l'Union européenne,La France dans l'Union européenne,Territoire européen,Dorsale européenne,32,PARTIAL
GEOGRAPHY,La France et l'Union européenne,La France dans l'Union européenne,Politiques européennes,Cohésion territoriale,12,PARTIAL
GEOGRAPHY,La France et l'Union européenne,La France dans l'Union européenne,Politiques européennes,Politiques communes (ex. PAC),12,PARTIAL
GEOGRAPHY,La France et l'Union européenne,La France dans l'Union européenne,Politiques européennes,Place de la France,12,PARTIAL
GEOGRAPHY,La France et l'Union européenne,"La France, une influence mondiale",Rayonnement,Francophonie,40,PARTIAL
GEOGRAPHY,La France et l'Union européenne,"La France, une influence mondiale",Rayonnement,Culture / diplomatie,40,PARTIAL
GEOGRAPHY,La France et l'Union européenne,"La France, une influence mondiale",Présence stratégique,Outre-mer,12,PARTIAL
GEOGRAPHY,La France et l'Union européenne,"La France, une influence mondiale",Présence stratégique,Engagements internationaux,12,PARTIAL
EMC,"Valeurs, principes et exercice de la citoyenneté",Valeurs et principes de la République,"Liberté, égalité, fraternité",Liberté,36,PARTIAL
EMC,"Valeurs, principes et exercice de la citoyenneté",Valeurs et principes de la République,"Liberté, égalité, fraternité",Égalité,36,PARTIAL
EMC,"Valeurs, principes et exercice de la citoyenneté",Valeurs et principes de la République,"Liberté, égalité, fraternité",Fraternité,36,PARTIAL
EMC,"Valeurs, principes et exercice de la citoyenneté",Valeurs et principes de la République,Principes républicains,Souveraineté,15,PARTIAL
EMC,"Valeurs, principes et exercice de la citoyenneté",Valeurs et principes de la République,Principes républicains,Indivisibilité,15,PARTIAL
EMC,"Valeurs, principes et exercice de la citoyenneté",Laïcité,Principe de laïcité,Construction historique,35,PARTIAL
EMC,"Valeurs, principes et exercice de la citoyenneté",Laïcité,Principe de laïcité,Loi de 1905,35,PARTIAL
EMC,"Valeurs, principes et exercice de la citoyenneté",Laïcité,Principe de laïcité,Laïcité à l'école,35,PARTIAL
EMC,"Valeurs, principes et exercice de la citoyenneté",Laïcité,Laïcité en pratique,Études de cas,15,PARTIAL
EMC,"Valeurs, principes et exercice de la citoyenneté",Laïcité,Laïcité en pratique,Liberté de conscience,15,PARTIAL
EMC,"Valeurs, principes et exercice de la citoyenneté",Citoyenneté,Statut de citoyen,Droits,15,PARTIAL
EMC,"Valeurs, principes et exercice de la citoyenneté",Citoyenneté,Statut de citoyen,Devoirs,15,PARTIAL
EMC,"Valeurs, principes et exercice de la citoyenneté",Citoyenneté,Statut de citoyen,Nationalité,15,PARTIAL
EMC,"Valeurs, principes et exercice de la citoyenneté",Citoyenneté,Exercice de la citoyenneté,Vote,15,PARTIAL
EMC,"Valeurs, principes et exercice de la citoyenneté",Citoyenneté,Exercice de la citoyenneté,Participation,15,PARTIAL
EMC,"Valeurs, principes et exercice de la citoyenneté",Institutions démocratiques,Organisation des pouvoirs,Exécutif,35,PARTIAL
EMC,"Valeurs, principes et exercice de la citoyenneté",Institutions démocratiques,Organisation des pouvoirs,Législatif,35,PARTIAL
EMC,"Valeurs, principes et exercice de la citoyenneté",Institutions démocratiques,Organisation des pouvoirs,Judiciaire,35,PARTIAL
EMC,"Valeurs, principes et exercice de la citoyenneté",Institutions démocratiques,Institutions locales et européennes,Collectivités,15,PARTIAL
EMC,"Valeurs, principes et exercice de la citoyenneté",Institutions démocratiques,Institutions locales et européennes,Institutions européennes,15,PARTIAL
EMC,"Valeurs, principes et exercice de la citoyenneté",Droits et libertés,Droits fondamentaux,Déclarations des droits,35,PARTIAL
EMC,"Valeurs, principes et exercice de la citoyenneté",Droits et libertés,Droits fondamentaux,Libertés individuelles,35,PARTIAL
EMC,"Valeurs, principes et exercice de la citoyenneté",Droits et libertés,Droits fondamentaux,Droits sociaux,35,PARTIAL
EMC,"Valeurs, principes et exercice de la citoyenneté",Droits et libertés,Garanties et limites,Garanties juridictionnelles,15,PARTIAL
EMC,"Valeurs, principes et exercice de la citoyenneté",Droits et libertés,Garanties et limites,Abus et sanctions,15,PARTIAL
EMC,"Valeurs, principes et exercice de la citoyenneté",Démocratie et débat,Principes démocratiques,Pluralisme,35,PARTIAL
EMC,"Valeurs, principes et exercice de la citoyenneté",Démocratie et débat,Principes démocratiques,Majorité / minorités,35,PARTIAL
EMC,"Valeurs, principes et exercice de la citoyenneté",Démocratie et débat,Principes démocratiques,État de droit,35,PARTIAL
EMC,"Valeurs, principes et exercice de la citoyenneté",Démocratie et débat,Débattre et argumenter,Écoute,15,PARTIAL
EMC,"Valeurs, principes et exercice de la citoyenneté",Démocratie et débat,Débattre et argumenter,Argumentation civique,15,PARTIAL
EMC,"Valeurs, principes et exercice de la citoyenneté",Engagement,Formes d'engagement,Associatif,40,COMPLETE
EMC,"Valeurs, principes et exercice de la citoyenneté",Engagement,Formes d'engagement,Syndical / politique,40,COMPLETE
EMC,"Valeurs, principes et exercice de la citoyenneté",Engagement,Formes d'engagement,Solidarité,40,COMPLETE
EMC,"Valeurs, principes et exercice de la citoyenneté",Engagement,Engagement des jeunes,Au collège / lycée,40,COMPLETE
EMC,"Valeurs, principes et exercice de la citoyenneté",Engagement,Engagement des jeunes,Projets citoyens,40,COMPLETE
EMC,"Valeurs, principes et exercice de la citoyenneté",Défense et sécurité nationale,Enjeux de défense,Sécurité collective,40,COMPLETE
EMC,"Valeurs, principes et exercice de la citoyenneté",Défense et sécurité nationale,Enjeux de défense,Armées,40,COMPLETE
EMC,"Valeurs, principes et exercice de la citoyenneté",Défense et sécurité nationale,Enjeux de défense,Alliances,40,COMPLETE
EMC,"Valeurs, principes et exercice de la citoyenneté",Défense et sécurité nationale,Citoyen et défense,Parcours / JDC,40,COMPLETE
EMC,"Valeurs, principes et exercice de la citoyenneté",Défense et sécurité nationale,Citoyen et défense,Devoir de défense,40,COMPLETE
EMC,"Valeurs, principes et exercice de la citoyenneté","Médias, information et esprit critique",S'informer,Sources,36,PARTIAL
EMC,"Valeurs, principes et exercice de la citoyenneté","Médias, information et esprit critique",S'informer,Fiabilité,36,PARTIAL
EMC,"Valeurs, principes et exercice de la citoyenneté","Médias, information et esprit critique",S'informer,Désinformation,36,PARTIAL
EMC,"Valeurs, principes et exercice de la citoyenneté","Médias, information et esprit critique",Esprit critique,Analyser un message,15,PARTIAL
EMC,"Valeurs, principes et exercice de la citoyenneté","Médias, information et esprit critique",Esprit critique,Usage citoyen des médias,15,PARTIAL
PHYSICS_CHEMISTRY,Organisation et transformations de la matière,Atomes et molécules,Modèle de l'atome,Constituants,32,PARTIAL
PHYSICS_CHEMISTRY,Organisation et transformations de la matière,Atomes et molécules,Modèle de l'atome,Éléments chimiques,32,PARTIAL
PHYSICS_CHEMISTRY,Organisation et transformations de la matière,Atomes et molécules,Modèle de l'atome,Tableau périodique,32,PARTIAL
PHYSICS_CHEMISTRY,Organisation et transformations de la matière,Atomes et molécules,Molécules et formules,Formules chimiques,12,PARTIAL
PHYSICS_CHEMISTRY,Organisation et transformations de la matière,Atomes et molécules,Molécules et formules,Modèles moléculaires,12,PARTIAL
PHYSICS_CHEMISTRY,Organisation et transformations de la matière,Réactions chimiques,Décrire une transformation,Réactifs / produits,50,COMPLETE
PHYSICS_CHEMISTRY,Organisation et transformations de la matière,Réactions chimiques,Décrire une transformation,Équation de réaction,50,COMPLETE
PHYSICS_CHEMISTRY,Organisation et transformations de la matière,Réactions chimiques,Décrire une transformation,Conservation de la masse,50,COMPLETE
PHYSICS_CHEMISTRY,Organisation et transformations de la matière,Réactions chimiques,Acides et bases,pH,12,PARTIAL
PHYSICS_CHEMISTRY,Organisation et transformations de la matière,Réactions chimiques,Acides et bases,Indicateurs,12,PARTIAL
PHYSICS_CHEMISTRY,Organisation et transformations de la matière,Réactions chimiques,Acides et bases,Neutralisation,12,PARTIAL
PHYSICS_CHEMISTRY,Organisation et transformations de la matière,Masse volumique et identification,Mesurer et calculer,Définition ρ = m/V,30,COMPLETE
PHYSICS_CHEMISTRY,Organisation et transformations de la matière,Masse volumique et identification,Mesurer et calculer,Calculs,30,COMPLETE
PHYSICS_CHEMISTRY,Organisation et transformations de la matière,Masse volumique et identification,Mesurer et calculer,Identifier une espèce,30,COMPLETE
PHYSICS_CHEMISTRY,Organisation et transformations de la matière,Masse volumique et identification,Unités et conversions,"g/cm³, kg/m³",12,PARTIAL
PHYSICS_CHEMISTRY,Organisation et transformations de la matière,Masse volumique et identification,Unités et conversions,Protocole expérimental,12,PARTIAL
PHYSICS_CHEMISTRY,Mouvements et interactions,Mouvement et vitesse,Décrire un mouvement,Référentiel,32,PARTIAL
PHYSICS_CHEMISTRY,Mouvements et interactions,Mouvement et vitesse,Décrire un mouvement,Trajectoire,32,PARTIAL
PHYSICS_CHEMISTRY,Mouvements et interactions,Mouvement et vitesse,Décrire un mouvement,Rectiligne / circulaire,32,PARTIAL
PHYSICS_CHEMISTRY,Mouvements et interactions,Mouvement et vitesse,Vitesse,v = d/t,12,PARTIAL
PHYSICS_CHEMISTRY,Mouvements et interactions,Mouvement et vitesse,Vitesse,"Graphiques d(t), v(t)",12,PARTIAL
PHYSICS_CHEMISTRY,Mouvements et interactions,Mouvement et vitesse,Vitesse,Conversions km/h ↔ m/s,12,PARTIAL
PHYSICS_CHEMISTRY,Mouvements et interactions,Forces et interactions,Identifier des forces,Poids,40,COMPLETE
